geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000010318	104	131	115	44	77	161	244	333	193	168	315	344	182	272	276	335	203	335	186	262
ENSG00000010319	54	378	670	16	206	227	719	742	589	1738	1035	249	888	208	1087	662	117	397	760	1672
ENSG00000010322	580	2605	2586	84	1923	2771	2004	2810	1987	2544	2807	1519	2227	2169	3035	2780	1168	2213	3141	2562
ENSG00000010327	1144	4297	2068	230	1362	2635	1146	4653	3500	5216	2850	1883	1953	2180	3182	3865	921	2414	3251	1114
ENSG00000010361	294	287	216	178	206	219	102	264	170	166	242	144	145	135	170	189	129	153	218	176
ENSG00000010379	0	7	7	20	3	3	4	8	8	10	2	4	6	4	0	3	2	5	6	3
ENSG00000010404	99	2116	587	48	815	1550	2669	5549	1973	3527	2344	5507	1862	5164	1592	3727	1340	4087	1804	2671
ENSG00000010438	15	7	3	5	28	0	151	99	172	3	941	44	424	20	549	142	24	374	670	316
ENSG00000010539	809	245	179	951	170	126	246	460	292	399	179	338	220	447	198	253	181	440	200	284
ENSG00000010610	509	4474	1057	156	2285	8166	2651	16690	8066	4525	5376	14125	1955	11549	1529	5262	8023	10188	1026	1031
ENSG00000010626	93	231	223	16	169	146	130	259	237	221	278	278	127	178	158	167	213	166	114	176
ENSG00000010671	40	690	259	17	313	888	716	2501	1749	914	780	2397	409	2443	309	923	1426	1916	264	298
ENSG00000010704	231	177	48	306	89	282	290	790	404	582	219	757	192	826	180	360	212	656	136	313
ENSG00000010803	60	294	241	25	126	332	611	578	365	1077	659	681	452	699	575	646	248	553	502	578
ENSG00000010810	44	1523	649	8	1051	2153	2507	3285	2581	3499	2185	2568	1246	2888	2043	2478	2754	3705	1882	1370
ENSG00000010818	15	210	134	51	170	213	887	1391	528	1329	401	887	562	1340	437	1053	302	1029	583	724
ENSG00000010932	38	147	48	7	55	209	104	658	414	344	176	4401	207	1368	128	256	53	261	76	238
ENSG00000011007	135	540	322	57	302	436	1197	1701	1058	2103	1396	1483	1173	1713	1188	1125	619	1935	1187	1609
ENSG00000011009	2247	2495	2706	1102	2327	1581	437	731	1021	702	1086	720	761	840	948	633	732	803	760	480
ENSG00000011021	33	552	238	16	259	758	690	1124	540	1005	878	1117	481	1554	567	1074	446	1090	619	570
ENSG00000011028	3014	8338	5034	1251	6733	10170	2215	3356	2447	1526	3785	3520	2467	3635	3417	2196	996	1952	1815	1377
ENSG00000011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	149	82	23	10	26	88	22	123	85	35	22	207	2	47	6	45	85	68	5	4
ENSG00000011105	241	728	966	47	759	326	1051	1063	761	1357	1317	697	955	790	1561	1114	274	937	1225	1098
ENSG00000011114	167	335	180	156	285	423	867	1124	375	1133	498	878	587	1156	621	970	237	905	486	910
ENSG00000011132	55	767	562	83	510	782	106	235	176	179	240	150	160	228	214	172	143	188	237	120
ENSG00000011143	14	239	171	4	155	191	310	425	244	331	392	271	310	256	398	293	180	319	385	457
ENSG00000011198	5	210	53	1	137	90	1294	1480	873	961	1048	1028	5821	779	2503	1062	283	1852	1546	6060
ENSG00000011201	38	89	18	92	42	282	281	231	167	409	179	670	103	1386	59	176	154	249	51	147
ENSG00000011243	51	367	197	66	237	623	1227	1807	1603	1283	2169	1707	1135	1644	1448	1483	1493	1933	1509	1447
ENSG00000011258	40	201	80	8	136	301	997	1292	329	854	508	786	568	860	556	1130	152	1120	703	1171
ENSG00000011260	120	320	224	45	343	321	751	1455	1101	1086	1037	1291	883	1148	917	739	762	1521	997	1206
ENSG00000011275	155	1056	603	115	667	1073	900	1494	720	1393	983	1147	737	1702	700	1284	510	1201	719	630
ENSG00000011295	363	494	508	112	465	318	1190	1475	974	1883	1189	1232	1125	1052	1300	991	644	1889	1199	1954
ENSG00000011304	488	2703	1774	321	1919	3339	2383	3243	2711	2905	3468	2896	2836	3461	3323	3089	2035	3460	2782	2371
ENSG00000011332	12	63	44	55	39	1	1	2	1	2	13	0	22	1	7	1	0	4	7	5
ENSG00000011347	14	114	179	32	97	153	242	238	110	119	289	401	199	258	194	164	38	102	48	297
ENSG00000011376	38	87	42	4	61	132	273	501	227	526	294	363	246	446	322	306	132	385	254	319
ENSG00000011405	243	236	134	211	141	257	1353	1556	372	1820	401	1056	571	1676	485	1621	212	1219	565	1195
ENSG00000011422	244	3947	245	421	490	1885	227	1271	1136	580	536	4747	269	4689	248	431	870	945	171	141
ENSG00000011426	5	13	12	14	21	12	170	193	67	20	80	94	293	224	116	193	9	260	114	406
ENSG00000011451	81	588	385	5	357	1134	388	506	450	659	815	424	590	516	833	565	207	508	680	444
ENSG00000011454	285	391	311	119	315	534	1969	2204	901	2193	1628	1432	1401	1568	1164	1661	616	1906	1662	1955
ENSG00000011465	163	7484	1369	123	3651	5256	81425	129832	40996	73584	40831	102720	32352	62206	46872	62816	8476	71587	38065	43148
ENSG00000011478	297	450	619	348	327	438	199	197	341	156	254	204	129	216	218	189	225	195	115	136
ENSG00000011485	20	186	126	29	105	293	743	989	541	1141	1082	660	917	953	1178	948	334	928	869	933
ENSG00000011523	230	219	146	104	137	221	907	1277	445	1418	687	665	631	594	852	1394	262	1101	825	1343
ENSG00000011566	82	157	69	23	68	284	1005	1156	299	1026	328	1075	527	1386	502	1009	152	1027	352	1044
ENSG00000011590	0	116	48	6	40	79	12	26	26	5	13	9	11	53	1	17	21	23	4	2
ENSG00000011600	3805	25607	7096	1642	18477	45681	1062	6523	12962	2322	4464	11691	1468	9667	877	2726	14004	7173	875	347
ENSG00000011638	252	368	473	118	433	187	1057	1523	932	418	1456	747	1121	470	1611	955	304	1245	1820	1843
ENSG00000011677	0	0	1	1	0	0	9	5	7	0	31	1	11	1	7	3	0	24	3	10
ENSG00000012048	23	41	28	23	52	37	164	217	137	193	110	135	204	236	113	163	49	236	95	228
ENSG00000012061	167	876	967	168	930	900	1566	1491	1661	1587	2978	2093	2420	1652	2509	1685	1044	2138	1715	2379
ENSG00000012124	338	1456	913	106	684	1812	211	804	1077	600	432	1322	124	1240	46	509	762	1206	55	57
ENSG00000012171	151	975	679	15	376	336	134	182	79	1164	361	66	203	59	269	198	24	80	209	143
ENSG00000012174	22	85	38	12	59	53	342	526	181	573	154	409	212	590	188	321	117	398	118	337
ENSG00000012211	49	187	146	10	127	322	111	212	110	194	220	142	186	156	223	169	59	184	209	166
ENSG00000012223	55	388	501	7	148	36	110	1524	189	162	302	58	78	98	784	248	41	526	92	2105
ENSG00000012232	238	732	1058	196	745	346	598	926	370	991	735	560	805	751	858	640	243	666	634	839
ENSG00000012504	0	1	1	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000012660	7	447	425	0	572	540	2388	4146	1553	7192	1668	2972	8386	4255	2584	2307	759	3487	856	10401
ENSG00000012779	28	775	182	0	189	7709	587	2415	969	1024	776	4197	416	5022	292	1073	1445	973	216	189
ENSG00000012817	11	634	168	16	186	1962	2295	3259	1268	2613	1809	2497	1404	2840	1597	2614	870	2694	1385	1920
ENSG00000012822	33	614	284	34	372	1186	4050	5988	2329	3794	4888	3351	5296	3177	5500	4327	1201	5932	6077	6910
ENSG00000012963	30	259	152	29	186	257	832	1196	650	1174	659	1054	679	1022	684	651	365	1122	696	1118
ENSG00000012983	24	236	111	6	164	285	1768	2037	517	1938	843	1316	1054	1445	934	1799	281	1744	1031	1903
ENSG00000013016	4	81	35	45	21	72	138	249	106	163	259	363	123	320	146	169	44	135	90	146
ENSG00000013275	113	1417	1002	75	1161	1751	1049	1698	1715	1929	2318	1795	1615	1831	1671	1129	1182	2003	1404	1487
ENSG00000013288	152	902	468	121	705	1198	1153	1813	1925	1505	1355	2133	943	2195	889	1142	1620	2056	813	916
ENSG00000013293	0	4	1	1	6	0	0	1	0	0	0	0	0	0	4	0	0	1	0	1
ENSG00000013297	131	213	34	71	38	39	207	316	283	639	233	161	180	36	1210	698	87	212	603	361
ENSG00000013306	409	3547	3209	141	2385	3511	1006	1512	1680	1375	3192	1491	2146	1818	2477	1255	1421	1603	1901	1290
ENSG00000013364	3943	6760	5533	3179	8123	9493	1571	4743	4646	3328	4686	4326	1934	5681	3594	3222	4256	3942	3031	928
ENSG00000013374	1379	1068	1037	966	1346	796	1316	4303	1994	1997	1718	2269	1377	3382	1236	1754	1447	2754	1972	1307
ENSG00000013375	14	202	104	5	97	190	1157	1136	495	1390	806	1242	590	1293	588	813	281	888	510	859
ENSG00000013392	17	58	48	2	51	70	276	528	248	260	227	361	141	281	189	249	185	299	182	239
ENSG00000013441	81	3688	903	28	1075	1667	4772	6103	2308	5109	3622	3954	3026	3924	3381	4427	1538	4841	7469	7603
ENSG00000013503	20	61	45	2	63	55	336	321	160	418	322	211	321	236	345	290	87	430	274	356
ENSG00000013523	251	721	227	103	346	772	544	1968	681	1394	561	2432	400	2522	350	891	637	1356	289	495
ENSG00000013561	27	439	281	2	278	343	1011	1809	1005	1673	798	1488	886	1364	848	835	712	1432	599	1513
ENSG00000013563	41	60	17	53	49	210	473	1896	1956	1261	1158	2892	525	2346	606	1150	1238	2070	523	511
ENSG00000013573	173	427	197	177	183	481	330	439	293	308	790	368	339	651	401	334	249	385	460	364
ENSG00000013583	69	593	311	54	416	402	704	1366	1769	1036	1507	1895	613	1236	973	960	1077	1808	858	860
ENSG00000013588	35	134	95	6	54	11	142	182	84	126	224	50	223	18	360	84	8	119	175	436
ENSG00000013619	0	80	34	4	25	77	308	291	130	437	232	284	164	185	201	191	115	202	158	263
ENSG00000013725	1989	1795	1608	2058	2703	1424	518	1450	1693	496	843	1116	423	1483	303	942	2261	1200	460	165
ENSG00000013810	424	750	982	705	1125	663	248	688	914	429	537	800	439	1226	419	402	865	728	261	247
ENSG00000014123	14	276	143	43	194	387	1085	1594	276	1295	380	1181	614	1640	337	1270	144	1250	413	948
ENSG00000014138	339	382	459	406	537	242	248	546	320	348	340	305	268	408	293	335	280	364	270	305
ENSG00000014164	364	757	703	20	559	1003	104	283	159	213	250	164	221	247	268	320	188	189	334	128
ENSG00000014216	365	2332	1926	264	1960	2988	1835	3065	2006	1762	4062	2603	3592	2880	4493	2766	1340	3179	3133	2459
ENSG00000014257	0	19	6	24	28	13	350	437	156	73	548	129	1284	183	680	307	34	1038	406	538
ENSG00000014641	25	722	683	3	645	1039	2627	5419	3558	3953	3395	4630	3341	3812	2489	2426	2331	5432	2056	5241
ENSG00000014824	43	382	292	8	353	354	1183	2185	1083	1683	881	1872	1068	1875	973	1404	609	1916	643	1940
ENSG00000014914	0	64	31	12	44	76	553	715	276	610	956	442	614	261	886	514	104	582	902	970
ENSG00000014919	68	407	370	67	402	398	814	1582	870	1171	762	989	651	1080	553	870	584	1029	679	1234
ENSG00000015133	151	746	444	89	521	1075	815	1154	988	673	607	578	409	1321	524	1255	1005	1027	494	375
ENSG00000015153	3	118	60	16	62	168	309	491	281	461	202	447	199	472	192	376	176	511	173	324
ENSG00000015171	33	423	201	31	219	376	2103	2922	1006	3090	1205	1948	1211	1911	1174	2003	573	2140	1328	2304
ENSG00000015285	1551	3908	2873	843	3472	5105	394	1321	1767	654	725	1510	318	1685	289	749	1950	1176	280	96
ENSG00000015413	6	40	73	7	49	48	39	9	12	0	112	65	9	49	3	10	40	6	16	22
ENSG00000015475	69	803	352	46	576	880	373	1344	1471	712	871	1619	378	1514	375	568	1192	1247	290	337
ENSG00000015479	122	1146	607	139	868	840	63	92	2	116	5	28	21	105	12	89	3	42	28	64
ENSG00000015520	0	12	27	20	6	1	15	16	6	19	43	2	7	2	2	1	1	6	19	12
ENSG00000015532	339	512	676	241	473	447	386	546	464	407	692	388	460	448	655	525	292	457	597	366
ENSG00000015568	2	11	16	4	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	1	4	7	0	5	0	1	0	2	3	0	1	0	1	2	0	1	0	3	0
ENSG00000015676	544	1463	1431	278	1250	921	1312	2329	1346	2219	2137	1722	1430	1691	1849	1455	901	2212	1542	1831
ENSG00000016082	0	13	4	5	11	0	7	7	1	0	18	1	9	0	8	7	1	1	7	19
ENSG00000016391	36	46	185	9	79	53	217	192	152	232	287	86	222	145	218	208	40	116	103	415
ENSG00000016402	35	46	212	38	211	0	455	427	292	21	431	113	1154	34	593	358	21	603	728	1425
ENSG00000016490	1	0	0	5	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2
ENSG00000016602	20	4	8	1	3	0	148	296	63	0	96	71	785	24	363	235	5	409	258	1162
ENSG00000016864	44	529	331	11	324	541	1557	1982	1105	1579	1488	2645	773	1480	1141	1030	843	1576	1047	1149
ENSG00000017260	66	380	275	9	307	634	2124	3563	1240	2705	1496	3246	2000	4252	1730	2127	649	2832	1687	3035
ENSG00000017427	38	365	191	46	168	386	1101	1471	935	3606	460	2215	212	1301	164	655	321	1131	271	337
ENSG00000017483	108	326	543	136	406	749	298	289	323	370	682	508	258	507	464	300	215	284	537	227
ENSG00000017797	288	280	210	203	241	342	1532	2296	901	1818	1690	1434	1779	1562	1584	1286	544	2306	1914	1733
ENSG00000018189	107	363	223	4	169	469	1447	2279	792	1691	990	1282	1019	1602	825	1559	368	1909	1003	1790
ENSG00000018236	5	107	20	2	67	35	1126	1696	193	542	461	420	398	203	520	1222	51	924	276	720
ENSG00000018280	261	788	132	976	189	5397	43	63	166	107	201	4554	142	8494	102	85	547	268	37	25
ENSG00000018408	39	337	160	2	222	183	1689	2337	576	3253	1017	1033	774	915	1139	1633	221	1238	1051	1347
ENSG00000018510	50	312	144	20	211	402	905	2392	973	1844	700	2297	570	2939	562	1142	566	1922	417	708
ENSG00000018607	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	12	196	107	0	149	190	495	785	435	619	486	636	424	680	496	437	273	720	496	691
ENSG00000018625	28	114	154	18	80	62	483	189	154	2505	436	39	184	46	143	204	28	367	456	593
ENSG00000018699	77	121	132	30	130	106	383	524	375	575	479	337	293	331	460	378	200	494	327	440
ENSG00000018869	41	75	52	21	61	56	64	125	115	113	64	118	69	93	64	56	58	99	80	87
ENSG00000019102	0	56	28	27	22	15	59	38	50	168	85	13	21	15	45	42	11	31	80	64
ENSG00000019144	276	639	408	87	271	2263	3948	4007	1937	7533	4276	4311	1877	4117	2825	2750	1089	2488	2364	2976
ENSG00000019169	8274	4826	1945	4828	3166	7322	194	3641	3971	343	1030	2504	1231	2041	449	1757	4610	4508	242	210
ENSG00000019186	0	22	1	2	10	0	10	9	2	0	31	0	13	9	7	5	0	17	4	23
ENSG00000019485	27	61	64	10	92	48	247	251	122	359	198	188	200	239	268	240	67	227	206	292
ENSG00000019505	0	3	23	4	9	0	12	13	2	0	20	0	7	0	11	14	0	8	11	19
ENSG00000019549	12	81	67	1	73	265	730	976	401	1227	642	2099	589	1847	741	875	149	627	828	1110
ENSG00000019582	39352	260383	76884	14085	153292	508349	50511	372312	380872	109728	151592	436197	61109	274956	46868	145471	379188	312887	54099	26794
ENSG00000019991	2	75	20	5	40	117	261	257	211	949	117	577	44	435	64	200	142	203	43	99
ENSG00000019995	106	313	207	38	189	247	1293	1477	653	1325	1067	1222	1197	1077	1068	1042	460	1730	1255	1582
ENSG00000020129	33	174	152	2	146	208	168	301	177	402	274	171	277	261	319	171	77	195	281	182
ENSG00000020181	21	237	44	33	84	994	1663	4284	1494	1633	2819	1652	1445	1003	2629	2155	431	1666	1625	2195
ENSG00000020219	15	6	1	18	18	3	0	1	2	0	0	1	0	0	0	0	0	1	0	1
ENSG00000020256	24	83	61	35	90	75	215	317	166	192	311	235	242	214	268	183	103	288	184	296
ENSG00000020426	2	78	59	0	39	61	227	246	184	348	219	212	213	211	195	175	120	289	161	324
ENSG00000020577	396	749	232	237	334	877	1076	2176	963	1841	579	2273	493	2199	471	1757	715	2048	416	485
ENSG00000020633	212	896	579	165	867	947	713	1791	1659	468	982	1606	784	2149	749	1195	1447	1922	650	980
ENSG00000020922	0	231	27	1	56	245	1075	1385	579	968	605	1183	665	1113	795	1267	455	1200	842	1072
ENSG00000021300	36	125	233	3	86	33	84	116	108	732	113	40	49	59	129	72	83	93	108	126
ENSG00000021355	471	1431	602	134	800	1187	1252	3719	2838	2446	1580	4227	1273	4309	1132	1814	2451	3408	689	1379
ENSG00000021461	2	3	0	19	3	1	2	2	2	1	0	0	1	1	0	2	0	0	6	1
ENSG00000021488	11	16	1	18	3	9	5	21	14	10	12	2	5	7	14	13	4	10	16	16
ENSG00000021574	34	200	101	8	130	137	477	936	333	610	152	712	235	792	256	445	177	589	251	442
ENSG00000021645	23	33	18	38	17	5	62	50	13	177	38	8	21	20	26	23	8	18	8	46
ENSG00000021762	65	490	550	77	433	799	400	563	320	599	841	379	771	500	900	662	180	505	715	450
ENSG00000021776	7	213	70	30	78	300	1195	1742	621	1679	879	1213	1037	1608	801	1386	380	1575	784	1474
ENSG00000021826	16	12	16	38	10	7	93	95	31	131	67	55	85	61	83	95	5	123	45	185
ENSG00000021852	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000022267	73	1625	648	6	504	396	6876	4966	2579	9845	5652	1839	2536	492	3559	5541	978	4963	5493	4725
ENSG00000022277	126	953	627	36	743	959	1426	2549	1932	1997	2418	2564	1519	2079	1694	1419	1431	2389	1600	1727
ENSG00000022355	3	2	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	31	70	42	34	63	62	142	175	194	55	276	125	374	445	175	103	169	380	364	162
ENSG00000022567	153	754	354	91	484	943	249	701	625	271	394	445	557	390	393	472	345	559	258	326
ENSG00000022840	351	1480	1025	236	986	1628	2547	3939	2799	4305	3613	3417	2413	2950	2945	2442	1756	3810	2712	3450
ENSG00000022976	50	475	305	41	283	730	368	562	456	442	616	491	366	463	474	495	381	680	368	483
ENSG00000023041	17	511	201	2	230	610	1217	1696	1053	1573	1097	1612	1005	1477	906	1303	773	1833	994	1465
ENSG00000023171	79	255	91	154	91	349	190	703	408	589	203	646	135	952	83	291	368	517	82	96
ENSG00000023191	2167	9013	6470	1010	10442	10772	1295	2323	3397	1439	4894	2164	3241	2704	4323	3032	2754	3331	4230	1334
ENSG00000023228	96	223	225	25	229	309	1671	2848	1131	2068	1417	1894	2147	2463	1654	1681	647	2464	1317	3212
ENSG00000023287	11	292	128	12	144	273	1290	1579	517	1536	646	1267	830	1723	437	1112	226	1629	863	1308
ENSG00000023318	81	706	305	26	557	1078	1381	3006	2576	2471	1832	3093	1330	3074	1240	1663	2161	3256	1411	1601
ENSG00000023330	44	614	370	55	571	814	855	4727	1147	1304	1169	2407	1755	4140	1105	922	838	2266	617	2021
ENSG00000023445	138	978	529	190	677	345	1016	4765	1875	2225	1015	1286	680	3342	393	1840	985	2150	650	497
ENSG00000023516	4	440	199	9	224	355	1118	2048	353	1592	295	1243	495	2095	405	1555	207	1010	314	984
ENSG00000023572	13	93	40	3	58	54	333	499	236	397	231	413	275	417	253	377	135	464	239	457
ENSG00000023608	77	192	79	81	121	72	135	185	119	286	114	176	78	121	108	117	68	164	149	153
ENSG00000023697	57	334	142	38	204	417	618	1304	795	930	737	1339	703	929	680	752	593	1382	612	967
ENSG00000023734	16	591	216	28	344	456	1805	2584	1725	3271	2341	2481	1919	2091	1962	1690	917	2942	1472	2828
ENSG00000023839	0	20	9	5	5	17	96	70	27	226	57	72	48	51	72	110	16	70	59	87
ENSG00000023892	752	3328	2472	440	2731	4419	943	1359	2058	575	1761	1395	797	1760	923	1185	2547	1530	1050	629
ENSG00000023902	659	3119	2386	312	3049	5127	1078	4593	4201	1740	2342	3617	996	4064	1055	1589	3962	3481	1146	508
ENSG00000023909	56	100	73	73	77	86	352	472	157	604	250	477	358	639	194	418	86	338	93	536
ENSG00000024048	49	437	167	74	261	692	1849	2493	1043	1954	1209	1553	1022	2295	855	2103	785	2222	1044	1505
ENSG00000024422	2278	2370	3780	352	1996	1058	1640	2021	1986	4522	3547	1278	1280	705	3358	1841	568	1296	2766	1760
ENSG00000024526	0	1	3	3	9	2	42	40	28	8	10	19	51	69	26	29	6	55	21	80
ENSG00000024862	0	300	180	22	250	272	451	1067	974	428	665	1144	335	795	368	526	824	1097	421	555
ENSG00000025039	305	760	361	250	491	715	687	1899	1957	769	780	2066	510	1861	534	1033	1609	2054	484	975
ENSG00000025156	31	120	61	2	56	128	493	581	202	531	369	557	332	439	348	663	181	666	312	525
ENSG00000025293	255	404	275	178	298	303	846	1488	795	1335	632	1045	580	1163	580	841	495	1198	543	900
ENSG00000025423	15	43	10	12	24	17	19	32	11	8	53	287	27	76	20	20	8	6	51	44
ENSG00000025434	3072	4071	1765	2953	2715	3916	606	4993	3763	1304	1485	6739	883	5009	569	1311	3426	2825	526	694
ENSG00000025708	7963	6903	7023	5153	10242	14509	760	4288	5605	1995	2038	5561	1221	8170	1199	2020	3201	4162	4167	379
ENSG00000025770	1464	1534	2230	531	1624	1405	461	581	775	528	1329	676	746	609	936	721	671	805	812	540
ENSG00000025772	23	313	194	9	196	185	424	670	457	673	522	555	506	423	500	375	330	571	394	484
ENSG00000025796	65	669	357	28	380	612	2384	3192	1436	3500	1362	2957	1270	2783	1170	1946	902	2748	1034	1930
ENSG00000025800	269	302	212	330	228	317	1510	2060	838	2190	1314	1388	1350	1620	1390	1577	441	1891	1310	1962
ENSG00000026025	5845	35431	15834	2433	18255	30558	43273	102282	86453	93411	71501	173240	26413	80879	52319	58733	57384	94291	46376	43994
ENSG00000026036	44	21	19	0	32	169	41	36	19	63	51	42	43	87	48	65	14	41	38	26
ENSG00000026103	7	171	51	7	139	223	891	1674	513	917	538	828	334	1212	374	893	322	1570	422	382
ENSG00000026297	7271	4724	2642	3413	3723	5919	740	3095	3615	942	2095	3400	757	2703	619	2030	5188	2972	627	595
ENSG00000026508	586	3818	2853	133	3144	2564	15422	29081	14487	14423	18695	20258	15188	18541	16785	17844	8338	25671	14186	21802
ENSG00000026559	0	4	1	0	5	0	3	6	4	3	14	1	9	3	4	1	1	11	4	4
ENSG00000026652	63	507	322	2	246	471	356	696	449	650	467	926	343	967	475	584	362	521	344	515
ENSG00000026751	470	3010	1561	595	2689	3702	4092	14931	9623	3068	2898	8022	1540	11200	558	2920	6340	10505	762	535
ENSG00000026950	38	806	514	63	844	1598	2453	6785	3004	2655	2673	3217	1821	5131	1258	3594	2310	5021	2213	1832
ENSG00000027001	18	100	152	3	142	104	524	574	390	310	701	440	815	426	773	512	177	887	475	1082
ENSG00000027075	5	494	162	35	329	387	1138	1486	1030	1574	1122	1147	927	1655	892	1321	970	1962	1047	1210
ENSG00000027644	13	47	10	38	14	73	6	3	10	43	16	66	2	49	0	4	11	6	1	0
ENSG00000027697	64	1573	500	58	818	3236	2988	9571	4672	4584	3758	9140	2503	9217	2434	4545	4474	8751	2184	2959
ENSG00000027847	694	1138	1341	708	1062	1139	282	470	534	502	602	462	274	556	394	409	434	370	278	214
ENSG00000027869	145	672	260	104	390	569	97	224	552	124	195	212	82	460	49	93	375	279	66	25
ENSG00000028116	8	23	3	1	8	44	396	781	291	575	247	662	255	854	182	402	198	748	250	286
ENSG00000028137	3861	5898	3683	2826	4732	4616	1340	6255	6753	3630	3035	5574	1201	5605	1254	2662	5455	4751	1650	694
ENSG00000028203	647	357	308	351	242	326	1318	2143	776	1698	958	1479	1114	1875	897	1321	408	1689	882	1591
ENSG00000028277	784	1110	1247	1669	1156	785	637	828	1311	533	571	1225	157	1231	253	433	1173	768	245	136
ENSG00000028310	217	1111	1006	149	855	978	848	1173	1051	1054	1318	1278	735	1489	922	1200	884	1375	727	806
ENSG00000028528	40	1152	475	36	650	1515	3115	5922	3281	5532	3402	4051	2547	4313	2897	3444	1636	5192	2787	4090
ENSG00000028839	11	104	44	2	80	56	276	442	293	437	292	335	230	331	256	287	186	412	238	377
ENSG00000029153	17	19	12	3	24	53	459	959	272	662	545	476	1229	742	560	559	149	863	752	1406
ENSG00000029363	24	1040	328	25	442	884	2699	3859	2087	3790	1735	3357	1664	4067	1869	3288	1409	4371	1766	2821
ENSG00000029364	9	434	240	58	255	356	1562	2455	1114	2129	1293	1819	1419	1868	1452	1493	696	1979	1180	2324
ENSG00000029534	13	134	88	43	78	78	66	110	12	58	85	23	29	81	48	36	37	37	26	28
ENSG00000029559	0	0	0	0	1	5	0	1	0	10	0	404	5	104	1	7	0	1	0	3
ENSG00000029639	0	129	46	3	63	131	216	401	314	280	265	265	188	238	218	189	245	356	226	316
